,titles,times,links,reads,reply
240,关键时刻掉链子了，又追了点儿[滴汗],04-06 11:18,"https://guba.eastmoney.com/news,300540,1020773390.html",353,0
241,深冷股份,04-06 11:15,"https://guba.eastmoney.com/news,dougu,1020770967.html",1162,0
242,深冷放量拿下20CM，还有重组，不得了！,04-06 10:51,"https://guba.eastmoney.com/news,300540,1020747650.html",387,0
243,突破最高价位也是指日可待,04-06 10:29,"https://guba.eastmoney.com/news,300540,1020724293.html",357,0
244,基本形成上升状态,04-06 10:28,"https://guba.eastmoney.com/news,300540,1020723565.html",327,0
245,充不上去了,04-06 10:28,"https://guba.eastmoney.com/news,300540,1020722857.html",385,0
246,我满仓2只股票：这个冷和凯美特气！跌最多时也亏的惨[捂脸][捂脸][捂脸]但我觉,04-06 10:14,"https://guba.eastmoney.com/news,300540,1020705839.html",503,0
247,一会双飞股份追上来,04-06 10:11,"https://guba.eastmoney.com/news,300540,1020702626.html",611,0
248,加油！！！,04-06 09:58,"https://guba.eastmoney.com/news,300540,1020686008.html",442,2
249,减持太凶了,04-06 09:56,"https://guba.eastmoney.com/news,300540,1020683722.html",411,1
250,大哥，厚朴都涨停了,04-06 09:53,"https://guba.eastmoney.com/news,300540,1020679324.html",421,0
251,三千亿的光伏隆基杀入氢能，万亿的深冷开始起飞,04-06 09:47,"https://guba.eastmoney.com/news,300540,1020669990.html",527,0
252,今天还有机会，再追点儿[大笑],04-06 09:32,"https://guba.eastmoney.com/news,300540,1020639361.html",449,1
253,起底天然气业！LNG参考价(元/吨)近30日变动20.38%[21/04/06],04-06 04:41,https://guba.eastmoney.com//caifuhao.eastmoney.com/news/20210406044132739025510,2806,0
254,明天开盘小跌，然后慢慢拉，涨到11.12，又跌下来，估计收盘涨3左右。,04-05 07:07,"https://guba.eastmoney.com/news,300540,1020552601.html",417,1
255,还能不能到13块了，等的有点焦躁,04-04 11:26,"https://guba.eastmoney.com/news,300540,1020395519.html",410,4
256,有几个涨停？,04-03 05:53,"https://guba.eastmoney.com/news,300540,1019954756.html",603,3
257,深冷股份:关于控股股东之股东战略重组的进展公告,04-02 05:12,"https://guba.eastmoney.com/news,300540,1019804981.html",4941,16
258,股票垃圾  狗托垃圾   小主力更垃圾,04-02 03:29,"https://guba.eastmoney.com/news,300540,1019782082.html",485,0
259,哈哈哈哈[大笑][大笑][大笑][大笑][大笑]原来这个公司的高管和这个垃圾的庄,04-02 02:05,"https://guba.eastmoney.com/news,300540,1019719397.html",424,1
260,只差临门一脚,04-02 01:53,"https://guba.eastmoney.com/news,300540,1019709854.html",412,0
261,马上去戴绿帽了[大笑][大笑][大笑][大笑][大笑][大笑][大笑][大笑],04-02 01:37,"https://guba.eastmoney.com/news,300540,1019694821.html",424,1
262,又是让人失望的一天[傲],04-02 01:19,"https://guba.eastmoney.com/news,300540,1019679103.html",321,0
263,死叉了[滴汗],04-02 01:14,"https://guba.eastmoney.com/news,300540,1019674899.html",388,0
264,已经卖了这股真是恶心啊,04-02 11:43,"https://guba.eastmoney.com/news,300540,1019642694.html",438,0
265,这个JB垃圾股天天喜欢戴绿帽[怒][怒][怒][龙头][龙头][龙头][龙头],04-02 11:30,"https://guba.eastmoney.com/news,300540,1019637107.html",381,0
266,日本语：死啦死啦滴[大笑][大笑][大笑][大笑][大笑][大笑][大笑],04-02 11:06,"https://guba.eastmoney.com/news,300540,1019614446.html",1309,1
267,慢慢来,04-02 10:01,"https://guba.eastmoney.com/news,300540,1019536604.html",383,0
268,今天涨10个？,04-02 09:42,"https://guba.eastmoney.com/news,300540,1019506812.html",483,3
269,这个jB垃圾股每天都开不开盘！此股已死[哭][哭][哭][哭][哭][哭][哭],04-02 09:20,"https://guba.eastmoney.com/news,300540,1019473428.html",420,0
270,起底天然气业！LNG参考价(元/吨)近30日变动27.33%[21/04/02],04-02 04:25,https://guba.eastmoney.com//caifuhao.eastmoney.com/news/20210402042523824711640,3588,2
271,一落千丈,04-01 02:59,"https://guba.eastmoney.com/news,300540,1019301239.html",383,0
272,进了,04-01 02:28,"https://guba.eastmoney.com/news,300540,1019271964.html",850,11
273,操控股价，主力该进去吃灰,04-01 01:52,"https://guba.eastmoney.com/news,300540,1019240136.html",375,0
274,底部基本面已形成,04-01 12:35,"https://guba.eastmoney.com/news,300540,1019189480.html",461,3
275,之前20.8出了，今天又进来了。,04-01 12:18,"https://guba.eastmoney.com/news,300540,1019186174.html",405,2
276,主力狗托已全死  下一个就是傻帽散们 跌穿14,04-01 11:53,"https://guba.eastmoney.com/news,300540,1019179556.html",467,1
277,今天入驻，各位多关照,04-01 11:11,"https://guba.eastmoney.com/news,300540,1019153427.html",412,2
278,庄家意图已经很明显了，就是要不断打压股价，越低越好，其心可诛,04-01 10:59,"https://guba.eastmoney.com/news,300540,1019142282.html",524,1
279,庄家是不可能在这个价位让它反弹的，还会再跌，立贴为证,04-01 10:54,"https://guba.eastmoney.com/news,300540,1019137250.html",383,0
280,这个家伙吃泄药了,04-01 10:48,"https://guba.eastmoney.com/news,300540,1019129848.html",353,0
281,干脆点来个跌停，下午马上建仓,04-01 10:45,"https://guba.eastmoney.com/news,300540,1019128058.html",375,1
282,昨天看架势这个垃圾就要去破60天线！真猜中了！知道去破也割不起了[哭][哭],04-01 10:43,"https://guba.eastmoney.com/news,300540,1019124697.html",406,1
283,看来我前天是卖对了，据传此股要连跌一个月，这庄真狠，躲得快,04-01 10:30,"https://guba.eastmoney.com/news,300540,1019110421.html",380,1
284,大国重器 中国制造,04-01 10:30,https://guba.eastmoney.com//caifuhao.eastmoney.com/news/20210401103026779320530,233378,0
285,有没有一块举报深冷的,04-01 10:12,"https://guba.eastmoney.com/news,300540,1019089045.html",350,0
286,你是天然气概念 板块涨太多了就得拿涨幅小的回调 这是常态,04-01 10:10,"https://guba.eastmoney.com/news,300540,1019085954.html",385,0
287,手机已充费，怎么举报，大数据一对比就知道有没有。,04-01 10:10,"https://guba.eastmoney.com/news,300540,1019087272.html",429,0
288,支持举报深冷股份，,04-01 10:07,"https://guba.eastmoney.com/news,300540,1019083720.html",539,1
289,这股涨太多了必须得回调,04-01 10:06,"https://guba.eastmoney.com/news,300540,1019081033.html",431,1
290,呵呵，鸡儿了,04-01 09:45,"https://guba.eastmoney.com/news,300540,1019050300.html",378,0
291,挂大单压盘，然后频繁撤单，是违法操纵市场行为，小心我举报！操盘手你仔细着,04-01 09:45,"https://guba.eastmoney.com/news,300540,1019050238.html",1530,2
292,可以买了,04-01 09:42,"https://guba.eastmoney.com/news,300540,1019045735.html",397,0
293,丢了个发黑,04-01 09:37,"https://guba.eastmoney.com/news,300540,1019038260.html",326,0
294,追错了，又套上了[哭],04-01 09:35,"https://guba.eastmoney.com/news,300540,1019035598.html",333,0
295,买到个那样垃圾天天跌,04-01 09:34,"https://guba.eastmoney.com/news,300540,1019034040.html",347,0
296,深冷雄起,04-01 09:33,"https://guba.eastmoney.com/news,300540,1019029895.html",391,0
297,我tmd就服你谁也不服,04-01 09:20,"https://guba.eastmoney.com/news,300540,1019013090.html",341,0
298,不跌一个星期你就都不是你那妈养的,04-01 09:02,"https://guba.eastmoney.com/news,300540,1019007584.html",437,0
299,起底天然气业！LNG参考价(元/吨)近30日变动23.00%[21/04/01],04-01 04:28,https://guba.eastmoney.com//caifuhao.eastmoney.com/news/20210401042814319223910,2814,1
300,市盈率太高了，这几天都在杀高估值的票。,04-01 02:07,"https://guba.eastmoney.com/news,300540,1018973484.html",358,0
301,此股已成死股了，吧里都没人关注了,03-31 06:49,"https://guba.eastmoney.com/news,300540,1018897911.html",308,1
302,套了20来个点,03-31 03:28,"https://guba.eastmoney.com/news,300540,1018850543.html",274,1
303,三只乌鸦坐飞机！割肉走人吧！[哭][哭][哭][哭],03-31 03:03,"https://guba.eastmoney.com/news,300540,1018839977.html",411,2
304,这顿刀子割肉咋不疼呢[捂脸][捂脸][捂脸][捂脸][捂脸]看来明天就去破60天,03-31 03:03,"https://guba.eastmoney.com/news,300540,1018839382.html",412,0
305,明天再跌一天，下面就是十八层地狱了，估计上面套死不少人,03-31 02:49,"https://guba.eastmoney.com/news,300540,1018827251.html",307,0
306,连续三天单边下跌,03-31 02:49,"https://guba.eastmoney.com/news,300540,1018827176.html",335,0
307,忙了一天，看了眼我的心好痛,03-31 02:47,"https://guba.eastmoney.com/news,300540,1018825663.html",311,0
308,今天尾盘来个20ＣＭ的跌停就爽了,03-31 02:47,"https://guba.eastmoney.com/news,300540,1018825435.html",342,0
309,大盘连涨四天，你却连跌四天，绝对有雷,03-31 02:09,"https://guba.eastmoney.com/news,300540,1018793741.html",381,1
310,飞黄腾达,03-31 01:45,"https://guba.eastmoney.com/news,300540,1018774737.html",364,0
311,此股庄家已顺利出完货了，现在就是温水煮青蛙了，散户们小心为妙,03-31 01:14,"https://guba.eastmoney.com/news,300540,1018749567.html",382,0
312,要红[鼓掌],03-31 11:16,"https://guba.eastmoney.com/news,300540,1018700567.html",348,1
313,这家公司不是做天然气吗？天然气大盘涨的那么好，这几天它居然跌得那么狠,03-31 11:08,"https://guba.eastmoney.com/news,300540,1018693734.html",314,0
314,这个烂泥坑[哭][哭][哭][哭]血亏18个点了[哭][哭][哭][哭][哭],03-31 10:43,"https://guba.eastmoney.com/news,300540,1018669371.html",321,0
315,土鳖18.16挂大单了,03-31 10:40,"https://guba.eastmoney.com/news,300540,1018665244.html",295,0
316,你在下跌，腿给你打断！,03-31 09:58,"https://guba.eastmoney.com/news,300540,1018611470.html",431,4
317,嫩奶奶个腿,03-31 09:56,"https://guba.eastmoney.com/news,300540,1018609553.html",304,0
318,忍不住要暴粗,03-31 09:56,"https://guba.eastmoney.com/news,300540,1018608879.html",332,1
319,可以可以继续,03-31 09:56,"https://guba.eastmoney.com/news,300540,1018609043.html",336,0
320,被这货坑的不轻呀,03-31 09:53,"https://guba.eastmoney.com/news,300540,1018604936.html",363,0
321,出货，清明节到了庄家就缺这点钱,03-31 09:43,"https://guba.eastmoney.com/news,300540,1018588212.html",371,0
322,这种不要脸的样子还真是可以呀,03-31 09:43,"https://guba.eastmoney.com/news,300540,1018588679.html",340,0
323,扶不起的深坑,03-31 09:43,"https://guba.eastmoney.com/news,300540,1018587909.html",380,1
324,直接不要脸了,03-31 09:31,"https://guba.eastmoney.com/news,300540,1018565979.html",400,1
325,起底天然气业！LNG参考价(元/吨)近30日变动21.33%[21/03/31],03-31 04:30,https://guba.eastmoney.com//caifuhao.eastmoney.com/news/20210331043048092716750,2680,0
326,做梦涨到62元，难不成不准[傲],03-31 12:26,"https://guba.eastmoney.com/news,300540,1018503666.html",279,1
327,18.5今天看来过不去了，哪个孙子挂大单,03-30 02:31,"https://guba.eastmoney.com/news,300540,1018326242.html",515,3
328,早上18.5全部清仓了，不跑要被深埋,03-30 02:17,"https://guba.eastmoney.com/news,300540,1018314562.html",331,0
329,500手可以打下5点，2000手可以跌停！,03-30 01:42,"https://guba.eastmoney.com/news,300540,1018284514.html",284,0
330,这货没得搞头了！危险！危险！,03-30 01:37,"https://guba.eastmoney.com/news,300540,1018279304.html",272,0
331,深陷泥潭[哭][哭][哭][哭][哭][哭]现在都在炒业绩！这个傻S市盈率200,03-30 01:37,"https://guba.eastmoney.com/news,300540,1018279968.html",312,0
332,死啦死啦滴又一次被深深地套住了,03-30 01:29,"https://guba.eastmoney.com/news,300540,1018272629.html",321,1
333,这个傻B彻底交代了[哭][哭][哭][哭][哭][怒][怒][怒][怒],03-30 01:04,"https://guba.eastmoney.com/news,300540,1018252544.html",265,0
334,垃圾,03-30 12:28,"https://guba.eastmoney.com/news,300540,1018239932.html",336,0
335,这股有鬼,03-30 11:38,"https://guba.eastmoney.com/news,300540,1018225233.html",269,0
336,今天什么情况？？,03-30 11:27,"https://guba.eastmoney.com/news,300540,1018218567.html",333,0
337,深坑,03-30 11:25,"https://guba.eastmoney.com/news,300540,1018216711.html",251,0
338,持币过节，持币过节，持币过节,03-30 11:16,"https://guba.eastmoney.com/news,300540,1018208881.html",291,0
339,18.5那个挂的单,03-30 11:12,"https://guba.eastmoney.com/news,300540,1018205481.html",290,1
340,不要呀[大哭],03-30 10:26,"https://guba.eastmoney.com/news,300540,1018152646.html",319,0
341,不要幻想，快跑,03-30 10:10,"https://guba.eastmoney.com/news,300540,1018132644.html",273,0
342,最后说一遍，快跑,03-30 10:10,"https://guba.eastmoney.com/news,300540,1018132024.html",279,0
343,今天跌破18块，快跑,03-30 10:09,"https://guba.eastmoney.com/news,300540,1018130266.html",303,0
344,跑吧,03-30 10:08,"https://guba.eastmoney.com/news,300540,1018128373.html",292,0
345,破位了,03-30 10:08,"https://guba.eastmoney.com/news,300540,1018128278.html",322,0
346,空狗又开始了,03-30 10:03,"https://guba.eastmoney.com/news,300540,1018121024.html",322,0
347,1860   10086,03-30 10:01,"https://guba.eastmoney.com/news,300540,1018119385.html",335,0
348,今天压盘的都是,03-30 10:01,"https://guba.eastmoney.com/news,300540,1018118749.html",236,0
349,竞价跌停太可怕了,03-30 09:58,"https://guba.eastmoney.com/news,300540,1018114217.html",363,0
350,破线了，跑跑跑,03-30 09:54,"https://guba.eastmoney.com/news,300540,1018108072.html",398,1
351,皮包公司,03-30 09:40,"https://guba.eastmoney.com/news,300540,1018084703.html",337,0
352,起底天然气业！LNG参考价(元/吨)近30日变动20.22%[21/03/30],03-30 04:27,https://guba.eastmoney.com//caifuhao.eastmoney.com/news/20210330042725103693820,3411,1
353,明天悬了,03-29 06:23,"https://guba.eastmoney.com/news,300540,1017942512.html",288,1
354,真机吧玩意啊,03-29 04:27,"https://guba.eastmoney.com/news,300540,1017917977.html",252,0
355,真机吧玩意啊,03-29 04:27,"https://guba.eastmoney.com/news,300540,1017917980.html",260,0
356,生冷生冷，果然是极度深寒，燃气板块都带不动你，一个做容器的，装什么大尾巴狼啊？我,03-29 03:14,"https://guba.eastmoney.com/news,300540,1017897268.html",411,0
357,泥玛的死螃蟹没气了[龙头][龙头][龙头][龙头][龙头],03-29 02:48,"https://guba.eastmoney.com/news,300540,1017879933.html",272,0
358,老狗出货了！,03-29 02:41,"https://guba.eastmoney.com/news,300540,1017874572.html",282,0
359,尾盘拉升，明天继续出货的套路又要来了,03-29 02:41,"https://guba.eastmoney.com/news,300540,1017874265.html",385,1
360,高管都在减持你们说能好的了吗！,03-29 02:40,"https://guba.eastmoney.com/news,300540,1017873004.html",314,0
361,深冷就是个深坑！！！神经病！！！庄家！！！,03-29 02:38,"https://guba.eastmoney.com/news,300540,1017871225.html",278,0
362,氢能源板块都在涨啊[怒][怒][怒][怒]这个冷不是氢能源吗？？它属于哪类啊,03-29 01:54,"https://guba.eastmoney.com/news,300540,1017838521.html",446,3
363,这个冷市盈率二百多倍[怒][怒][怒]我感觉彻底被埋了[哭][哭][哭]20.8,03-29 01:52,"https://guba.eastmoney.com/news,300540,1017836989.html",340,2
364,被套这方面，我拿捏的死死的。每次我一进就跌。,03-29 11:02,"https://guba.eastmoney.com/news,300540,1017747590.html",330,1
365,拉高半小时，出货一整天,03-29 10:57,"https://guba.eastmoney.com/news,300540,1017743215.html",373,0
366,开盘诱多，差点上当。,03-29 10:19,"https://guba.eastmoney.com/news,300540,1017701736.html",400,0
367,周线死叉了，还不跑,03-29 10:18,"https://guba.eastmoney.com/news,300540,1017700104.html",402,2
368,丫的,03-29 10:10,"https://guba.eastmoney.com/news,300540,1017691722.html",342,0
